rp_entry_confirm_bars,rp_exit_confirm_bars,regime_ema_window,regime_min_slope,max_hold_bars,risk_per_trade,return_pct,annual_return,max_drawdown,calmar,net_pnl,closed_trades,total_trades,win_rate
3,4,40,0.002,40,0.003,0.446362802778763,0.2650168922038407,0.29190838746369935,0.9078769353168972,44636.2802778763,13,26,0.46153846153846156
3,4,40,0.002,40,0.005,0.446362802778763,0.2650168922038407,0.29190838746369935,0.9078769353168972,44636.2802778763,13,26,0.46153846153846156
3,3,40,0.0,40,0.003,0.4446640127727436,0.26407024176221405,0.29135121335514796,0.9063639678078866,44466.40127727436,17,34,0.4117647058823529
3,3,40,0.0,40,0.005,0.4446640127727436,0.26407024176221405,0.29135121335514796,0.9063639678078866,44466.40127727436,17,34,0.4117647058823529
4,4,60,0.003,20,0.003,0.32965136985606225,0.19900433504295445,0.21995434064845473,0.9047529339783117,32965.13698560622,13,26,0.5384615384615384
4,4,60,0.003,20,0.005,0.32965136985606225,0.19900433504295445,0.21995434064845473,0.9047529339783117,32965.13698560622,13,26,0.5384615384615384
2,4,60,0.003,20,0.003,0.3231233282346625,0.19525122053197697,0.21995434064845454,0.8876897812352804,32312.332823466248,14,28,0.42857142857142855
2,4,60,0.003,20,0.005,0.3231233282346625,0.19525122053197697,0.21995434064845454,0.8876897812352804,32312.332823466248,14,28,0.42857142857142855
2,3,30,0.003,20,0.003,0.28090079379856675,0.17081204730949606,0.19527510026442593,0.8747251804157111,28090.079379856674,17,34,0.35294117647058826
2,3,30,0.003,20,0.005,0.28090079379856675,0.17081204730949606,0.19527510026442593,0.8747251804157111,28090.079379856674,17,34,0.35294117647058826
2,3,40,0.003,40,0.003,0.3332921309496841,0.20109458283684023,0.23520409557270527,0.85497908676798,33329.21309496841,16,32,0.4375
2,3,40,0.003,40,0.005,0.3332921309496841,0.20109458283684023,0.23520409557270527,0.85497908676798,33329.21309496841,16,32,0.4375
2,4,30,0.003,40,0.003,0.359474627761475,0.21606604472338842,0.2532869401463046,0.8530485014291834,35947.4627761475,13,26,0.38461538461538464
2,4,30,0.003,40,0.005,0.359474627761475,0.21606604472338842,0.2532869401463046,0.8530485014291834,35947.4627761475,13,26,0.38461538461538464
3,4,30,0.003,40,0.003,0.359474627761475,0.21606604472338842,0.2532869401463046,0.8530485014291834,35947.4627761475,13,26,0.38461538461538464
3,4,30,0.003,40,0.005,0.359474627761475,0.21606604472338842,0.2532869401463046,0.8530485014291834,35947.4627761475,13,26,0.38461538461538464
3,4,30,0.003,20,0.003,0.35823115811404627,0.21535739502039197,0.2532869401463046,0.8502506876035393,35823.11581140463,15,30,0.4
3,4,30,0.003,20,0.005,0.35823115811404627,0.21535739502039197,0.2532869401463046,0.8502506876035393,35823.11581140463,15,30,0.4
2,4,40,0.002,60,0.003,0.40646185919118927,0.2426741137096593,0.2919083874636992,0.831336556712806,40646.18591911893,13,26,0.46153846153846156
2,4,40,0.002,60,0.005,0.40646185919118927,0.2426741137096593,0.2919083874636992,0.831336556712806,40646.18591911893,13,26,0.46153846153846156
3,3,40,0.001,60,0.003,0.3260400411600087,0.19692893161839442,0.236897032424314,0.8312849241001407,32604.00411600087,16,32,0.4375
3,3,40,0.001,60,0.005,0.3260400411600087,0.19692893161839442,0.236897032424314,0.8312849241001407,32604.00411600087,16,32,0.4375
3,4,40,0.001,60,0.003,0.4042126168884692,0.24140783323810777,0.2919083874636995,0.8269986187640059,40421.26168884692,13,26,0.46153846153846156
3,4,40,0.001,60,0.005,0.4042126168884692,0.24140783323810777,0.2919083874636995,0.8269986187640059,40421.26168884692,13,26,0.46153846153846156
3,4,40,0.002,60,0.003,0.4042126168884692,0.24140783323810777,0.2919083874636995,0.8269986187640059,40421.26168884692,13,26,0.46153846153846156
3,4,40,0.002,60,0.005,0.4042126168884692,0.24140783323810777,0.2919083874636995,0.8269986187640059,40421.26168884692,13,26,0.46153846153846156
3,4,40,0.001,20,0.003,0.4028331541261787,0.2406308577862286,0.29190838746369957,0.8243369088397722,40283.31541261787,16,32,0.4375
3,4,40,0.001,20,0.005,0.4028331541261787,0.2406308577862286,0.29190838746369957,0.8243369088397722,40283.31541261787,16,32,0.4375
3,4,40,0.002,20,0.003,0.4028331541261787,0.2406308577862286,0.29190838746369957,0.8243369088397722,40283.31541261787,16,32,0.4375
3,4,40,0.002,20,0.005,0.4028331541261787,0.2406308577862286,0.29190838746369957,0.8243369088397722,40283.31541261787,16,32,0.4375
2,3,40,0.0,40,0.003,0.4017214759172549,0.24000450880433633,0.29135121335514785,0.8237635465474396,40172.14759172549,18,36,0.3333333333333333
2,3,40,0.0,40,0.005,0.4017214759172549,0.24000450880433633,0.29135121335514785,0.8237635465474396,40172.14759172549,18,36,0.3333333333333333
2,3,40,0.002,40,0.003,0.31892015045793753,0.19283116370433673,0.23689703242431412,0.8139872489367045,31892.015045793756,17,34,0.4117647058823529
2,3,40,0.002,40,0.005,0.31892015045793753,0.19283116370433673,0.23689703242431412,0.8139872489367045,31892.015045793756,17,34,0.4117647058823529
2,4,40,0.001,60,0.003,0.39697883413392265,0.23733035039178518,0.29190838746369957,0.8130302539569835,39697.883413392265,13,26,0.38461538461538464
2,4,40,0.001,60,0.005,0.39697883413392265,0.23733035039178518,0.29190838746369957,0.8130302539569835,39697.883413392265,13,26,0.38461538461538464
